date,title,abstract
2016-05-25,Alstom sues GE for breach of contract,May 25 The French industrial company Alstom SA  has filed a U.S. lawsuit accusing General Electric Co  of breaching a contract related to the latter's sale of a rail signaling business last November.
2016-05-26,S. Korea picks GE as preferred bidder for homegrown fighter jet engines,"SEOUL, May 26 General Electric Co has been chosen as the preferred bidder to supply engines for South Korea's KF-X homegrown fighter jets, the country's arms procurement agency said, beating Eurojet in what could be an estimated $3.5 billion deal."
2016-05-29,Boeing mulls larger engine for biggest 737 MAX-sources,* Boeing mulls putting engine like LEAP-1A on largest 737 MAX
2016-06-06,BRIEF-GE completes sale of appliances business to Haier,* GE completes sale of appliances business to Haier  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780)
2016-06-09,Unlikely casualty in California's renewable energy boom: natural gas,"In February of 2001, then California Governor Gray Davis stood at the site of Calpine Corp's new Sutter natural gas power plant and unveiled his plan to fast-track construction of similar stations to add 20,000 megawatts of modern, efficient generation to the state in three years."
2016-06-14,BRIEF-GE opens new digital office in Paris,* GE expands industrial internet investment to fuel digitization of industry in Europe
2016-06-21,GE seeks to sell remaining Hyundai Capital stake - Hyundai Motor,"SEOUL, June 21 South Korean car maker Hyundai Motor Co said on Tuesday General Electric  seeks to sell out of its 20 percent stake in their joint venture, unlisted lender Hyundai Capital, to a third party."
2016-06-27,GE Capital to sell bulk of U.S. restaurant franchise financing assets,June 27 General Electric Co said on Monday it would sell a bulk of GE Capital's U.S. restaurant franchise financing assets to three banks in separate deals.
2016-06-29,"U.S. lifts ""too big to fail"" designation of GE's financing unit","WASHINGTON, June 29 Lender GE Capital on Wednesday became the first firm to lose its designation as ""systemically important,"" a label born of the financial crisis that the U.S. government gives to institutions with potential to wreck the economy in the event of distress."
2016-06-30,General Electric wins $919 million Pentagon contract,"WASHINGTON, June 30 General Electric Co's  GE Aviation unit has been awarded a $919 million cost-plus-incentive-fee contract for designing, fabricating, integrating and testing turbofan adaptive engines, the Pentagon said on Thursday."
2016-07-14,AIRSHOW-CFM International signs new deals worth $8.2 bln at Airshow,"FARNBOROUGH, England, July 14 Aircraft engine maker CFM International, jointly owned by General Electric  and France's Safran, said on Thursday it had won new deals worth $8.2 billion at the Farnborough Airshow."
2016-07-20,General Electric to make $500 million productivity savings from industrial internet,"SHANGHAI General Electric Co  will make $500 million of productivity savings in 2016 from using industrial internet applications, a company executive said on Wednesday."
2016-07-20,General Electric to make $500 mln productivity savings from industrial internet,
2016-07-20,General Electric to partner with China's Huawei on 'industrial internet',"SHANGHAI, July 20 General Electric Co on Wednesday said it will partner with China's Huawei Technologies Co Ltd to develop its ""industrial internet"" strategy."
2016-07-22,GE profit beats estimates as power business revenue rises,July 22 General Electric Co reported a better-than-expected quarterly profit as revenue from its power business rose.
2016-07-22,BRIEF-GE Q2 GAAP continuing operations earnings $0.36/share,"* Q2 industrial segment organic revenue $24.4 billion, down 1 percent"
2016-07-28,BRIEF-GE sells 14.4% stake in Penske Truck Leasing,* GE sells 14.4% stake in Penske Truck Leasing to Penske Automotive Group
2016-07-28,BRIEF-GE to sell its shares in GE Capital Interbanca SpA to Banca IFIS SpA,* Entered into an agreement with banca ifis s.p.a to sell its shares in ge capital interbanca s.p.a in italy
2016-08-02,Fitch Publishes General Electric & GE Capital's 'AA-/F1+' Ratings; Outlook Stable,"(The following statement was released by the rating agency) CHICAGO, August 02 (Fitch) Fitch Ratings has published 'AA-/F1+' Long- and  Short-Term Issuer Default Ratings (IDRs) for General Electric Company (GE) and  GE Capital Global Holdings, LLC (GE Capital). Fitch has also published debt  ratings for GE and GE Capital, including those of certain GE Capital  subsidiaries. The Rating Outlook is Stable. Approximately $156 billion of GE's  consolidated debt is covered by the ratings. Fitch's rati"
2016-08-12,GE gets offer for French mortgage business,"General Electric Co  on Friday received an offer for its French prime mortgage portfolio, as the company proceeds with efforts to divest its finance arm's assets."
2016-08-12,GE gets offer for French mortgage business,"Aug 12 General Electric Co on Friday received an offer for its French prime mortgage portfolio, as the company proceeds with efforts to divest its finance arm's assets."
2016-08-12,BRIEF-GE receives binding offer for sale of French Prime Mortgage Portfolio,* GE receives binding offer for sale of French prime mortgage portfolio
2016-08-16,Praxair and Linde's merger would face major antitrust hurdles,"Aug 16 Praxair Inc's contemplated merger with Linde AG would cut the number of global industrial gas suppliers to three from four, posing antitrust challenges and drawing scrutiny from regulators wary of more mega deals."
2016-08-30,GE names Richard Laxer CEO of GE Capital,"Aug 30 General Electric Co on Tuesday appointed Richard Laxer as chief executive of its finance arm, GE Capital."
2016-08-30,BRIEF- Keith Sherin to retire from General Electric and Richard Laxer to lead GE Capital,* Keith S. Sherin to retire from GE after 35 years of service; Richard A. Laxer to lead GE Capital
2016-08-30,BRIEF-General Electric joins with MIT Energy Initiative,* GE joins with MIT Energy Initiative to develop advanced technology solutions for transforming global energy systems
2016-08-31,UPDATE 1-Areva rejects GE offer for Adwen JV offshore wind assets - sources,"MADRID/FRANKFURT/PARIS, Aug 31 French nuclear power engineering group Areva has  rejected a non-binding offer from General Electric for assets belonging to the Adwen offshore wind power joint venture between Gamesa and Areva, sources close to the talks have told Reuters."
2016-09-01,BRIEF-GE completes sale of commercial lending & leasing business in India,* GE completes sale of commercial lending and leasing business in India
2016-09-06,UPDATE 1-German 3D printing company Concept Laser for sale - sources,"FRANKFURT, Sept 6 German 3D printing group Concept Laser has been put up for sale by its founder as he wants to benefit from a boom in demand for the technology, which has been the subject of a flurry of deals, people familiar with the matter said."
2016-09-06,"UPDATE 2-GE speeds up 3D printing push with bids for SLM, Arcam","* Sees 3D printing ops growing to $1 bln by 2020   (Adds background, detail, analyst, GE quote)"
2016-09-06,GE makes $685 bid for Swedish 3D printer firm Arcam,STOCKHOLM General Electric's  Swedish unit made a $685 million bid for Sweden's Arcam  on Tuesday to boost its footprint within 3D printing.
2016-09-06,GE makes $685 bid for Swedish 3D printer firm Arcam,"STOCKHOLM, Sept 6 General Electric's  Swedish unit made a $685 million bid for Sweden's Arcam  on Tuesday to boost its footprint within 3D printing."
2016-09-06,BRIEF-GE issues 5.9 bln SEK recommended cash bid for Swedish 3D printer maker Arcam,"* GE Sweden Holdings, a Swedish company within the GE Aviation operating unit and an indirectly wholly-owned subsidiary of General Electric Company, has today announced a public cash offer to the shareholders of Arcam to tender all ordinary shares for a consideration consisting of SEK 285 in cash per Share, which corresponds to a total Offer value of 5,855,776,725 SEK"
2016-09-06,General Electric unveils $761 mln bid for Germany's SLM Solutions,"FRANKFURT, Sept 6 General Electric's  German business announced plans on Tuesday for a takeover offer for Germany's SLM Solutions and has already signed deals to buy almost a third of shares from existing shareholders."
2016-09-06,"BRIEF-SLM Solutions says GE agrees to preserve sites, workforce",* SLM Solutions Group and GE Germany Holdings AG agree on business combination; ge germany holdings ag announces voluntary public takeover offer for all shares of SLM Solutions Group AG
2016-09-12,BRIEF-GE names David Joyce as vice chair,* GE board of directors has named David Joyce a company vice chair leading GE Aviation and additive manufacturing  Source text for Eikon:  Further company coverage:
2016-09-14,CORRECTED-JPMorgan hires GE lending veteran in U.S. Southeast middle market push,"NEW YORK, Sept 14 JPMorgan Chase & Co  said on Wednesday it has hired General Electric Co  lending veteran Clarence Nunn to lead its middle market expansion strategy in the Southeastern United States."
2016-09-19,GE plans to invest $10 bln in Argentina through 2026,"NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office."
2016-09-19,BRIEF-General Electric announces appointment of co officers,"* Ramesh Singaram has been promoted to vice president, Commercial for GE's power services business"
2016-09-19,GE brings off-the-shelf biotech drug factories to Ireland,"LONDON General Electric  is digging deeper into biotechnology with plans to build four prefabricated drug factories in Ireland, bringing to Europe a low-cost manufacturing concept it first pioneered in China."
2016-09-29,"UPDATE 1-Saudi riyal falls, bond may be delayed after U.S. Congress vote","* Investment policy in U.S. may be reviewed   (Updates with analysis, context, implications for bond issue)"
2016-10-03,General Electric to invest $150 mln in Nigeria,"LONDON, Oct 3 U.S. industrial firm General Electric plans to invest around $150 million in Nigeria by 2017, a senior executive said on Monday."
2016-10-06,GE wins data contract with largest public U.S. energy utility,"NEW YORK, Oct 6 General Electric Co said on Thursday it has been picked to supply software and analytics to New York state's public electrical system, the largest test so far of GE's ability to improve power efficiency and reliability with digital technology."
2016-10-10,UPDATE 1-GE confirms interest in $2 bln Nigeria railway concession,"LAGOS, Oct 10 General Electric (GE)  confirmed its a ""keen interest"" in acquiring a Nigeria railway concession project worth around $2 billion, the U.S. company said on Monday."
2016-10-11,GE to buy rotor blades maker LM Wind Power for $1.65 bln,"Oct 11 General Electric Co said on Tuesday it would buy LM Wind Power, a Denmark-based maker of rotor blades, for $1.65 billion, to help improve output in its renewable energy business."
2016-10-11,BRIEF-GE Electric to buy LM Wind Power for $1.65 bln,* GE plans to capture more wind with $1.65b acquisition of LM Wind Power a global designer and manufacturer of wind turbine blades
2016-10-20,BRIEF-GE invests in GAMA-TÜRKERLER JV to develop two healthcare PPPs in Turkey,"* GE invests in GAMA-TÜRKERLER JV to develop two major healthcare PPPs in Turkey; OPIC, EBRD and EDC to provide financing for transformational hospital project"
2016-10-21,"UPDATE 5-GE cuts year revenue target on oil, gas weakness, has Q3 profit beat","NEW YORK, Oct 21 General Electric Co  scaled back expectations for its full-year revenue and profit on Friday, overshadowing third-quarter profit that beat analyst forecasts and sending its shares lower."
2016-10-21,GE CFO sees alternatives to SLM 3D printing purchase,"NEW YORK General Electric Co  can build its 3D printing capability without buying Germany's SLM Solutions  and does not need to increase its takeover offer in light of opposition from a major shareholder, GE Chief Financial Officer Jeff Bornstein said on Friday."
2016-10-21,"GE's CEO says oil, gas drag to continue, forex headwinds to ease","NEW YORK General Electric Co  expects weakness in oil and gas revenue to continue to drag on its results, but headwinds from foreign exchange translation should ease, Chief Executive Officer Jeff Immelt said on Friday."
2016-10-21,"GE's CEO says oil, gas drag to continue, forex headwinds to ease","NEW YORK, Oct 21 General Electric Co  expects weakness in oil and gas revenue to continue to drag on its results, but headwinds from foreign exchange translation should ease, Chief Executive Officer Jeff Immelt said on Friday."
2016-10-21,GE's profit rises 6.7 pct,"Oct 21 General Electric Co reported a 6.7 percent rise in quarterly profit, helped by strength in its power and renewable energy businesses."
2016-10-21,"BRIEF-GE 3rd-qtr revenue up 4 pct, narrows 2016 EPS forecast",* Narrowing 2016 EPS guidance; updating organic revenue outlook
2016-10-21,BRIEF-GE Q3 GAAP continuing operations EPS of $0.23,* Qtrly Industrial Operating + Verticals EPS (Non-GAAP) Of $0.32
2016-10-26,GE abandons bid for German 3D printing firm SLM,FRANKFURT U.S. conglomerate General Electric  said on Wednesday its 683 million-euro ($745 million) offer for German 3D printer maker SLM Solutions  had lapsed after it failed to reach its minimum acceptance threshold of 75 percent.
2016-10-27,"BRIEF-General electric is in talks to buy baker hughes- CNBC, citing DJ",
2016-10-27,Deals of the day- Mergers and acquisitions,"Oct 27 The following bids, mergers, acquisitions and disposals were reported by 20:07 GMT on Thursday:"
2016-10-27,"GE in 3D printing push raises Arcam bid, to buy Concept Laser",STOCKHOLM/FRANKFURT General Electric  raised its bid for Swedish 3D printer maker Arcam  on Thursday and said it had agreed to buy privately held German 3D printing firm Concept Laser.
2016-10-27,GE buys Germany's Concept Laser after SLM bid fails,"FRANKFURT U.S. conglomerate General Electric  has agreed to buy privately held German 3D printing firm Concept Laser for 549 million euros ($599 million), it said on Thursday, after its bid for rival SLM Solutions  failed."
2016-10-27,"UPDATE 1-GE in 3D printing push raises Arcam bid, to buy Concept Laser","* To buy 75 pct of Concept Laser for 549 mln euros   (Adds Concept Laser, background, detail)"
2016-10-27,BRIEF-GE says to acquire a 75% stake in concept Laser GMBH of Germany,* GE reaches agreement to acquire a 75% stake in concept Laser GMBH of Germany
2016-10-27,GE raises bid for 3D printing firm Arcam,"STOCKHOLM, Oct 27 General Electric on Thursday raised its recommended bid for Arcam to value the Swedish 3D printer maker at 6.2 billion crowns ($696 million), a day after abandoning its planned takeover of Germany's SLM Solutions."
2016-10-27,GE buys Germany's Concept Laser after SLM bid fails,"FRANKFURT, Oct 27 U.S. conglomerate General Electric has agreed to buy privately held German 3D printing firm Concept Laser for 549 million euros ($599 million), it said on Thursday, after its bid for rival SLM Solutions failed."
2016-10-27,BRIEF-GE enhances tender offer for Arcam AB,* Arcam board of directors continues to unanimously recommend that Arcam's shareholders accept GE's offer  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom)
2016-10-28,Baker Hughes-GE talks come after difficult time for both companies,"NEW YORK, Oct 28 Industrial giant General Electric Co and oilfield services company Baker Hughes, both beset by difficulties during oil's two-year price rout, may have a clear path out of the doldrums: join forces."
2016-10-28,PRESS DIGEST - Wall Street Journal - Oct 28,Oct 28 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.
2016-10-28,GE in discussion with Baker Hughes on potential partnerships,General Electric Co  said on Thursday it was in discussion with the No. 3 oilfield services provider Baker Hughes Inc  on potential partnerships.
2016-10-31,GE suggests bold new thinking with Baker Hughes,"NEW YORK (Reuters Breakingviews) - General Electric is taking its motto ""imagination at work"" to heart. The deal it has just cooked up with Baker Hughes, an oilfield-services rival, sets an intriguing precedent for the $267 billion industrial behemoth. The finances of the arrangement may stack up for shareholders, too. But what could set this transaction apart is GE's implicit recognition that the sum of its many parts may be more valuable than the whole."
2016-10-31,GE joining M&A; frenzy would be no shocker,"NEW YORK (Reuters Breakingviews) - General Electric says it's not planning to acquire Baker Hughes, contrary to news reports. But shareholders shouldn't be shocked by the idea that the industrial conglomerate might take a look at the $23 billion oil-services firm. Since the panic of 2008 sparked an existential crisis at GE, the $258 billion GE has been on a massive diet plan. Today the company led by Jeff Immelt is fit for an offensive."
2016-10-31,UPDATE 6-GE to merge oil unit with Baker Hughes to create service giant,"* Baker Hughes shares plunge   (Adds graphic, interview with GE and Baker Hughes executives, detail on breakup fee)"
2016-10-31,"BRIEF-GE, Baker Hughes deal has $1.3 billion breakup fee-exec",* General Electric co to pay Baker Hughes Inc $1.3 billion breakup fee if proposed oil & gas deal collapses due to regulatory opposition -interview
2016-10-31,Fitch Affirms GE and GE Capital at 'AA-/F1+' on Announcement of Baker Hughes Transaction,"(The following statement was released by the rating agency) CHICAGO, October 31 (Fitch) Fitch Ratings has affirmed the 'AA-/F1+' Long- and  Short-Term Issuer Default Ratings (IDRs) for General Electric Company (GE) and  GE Capital Global Holdings, LLC (GE Capital) following the announcement earlier  today of its agreement to combine GE Oil & Gas (O&G;) with Baker Hughes,  Incorporated (BHI). The Rating Outlook is Stable.  A full rating list appears at the end of this release.  The combination of"
2016-10-31,GE to merge oil and gas business with Baker Hughes,"Oct 31 General Electric Co, banking on a recovery in oil prices, said on Monday it would merge its oil and gas business with No. 3 oilfield services provider Baker Hughes Inc."
2016-10-31,GE nears about $30 billion deal with Baker Hughes: WSJ,"General Electric Co  is nearing an about $30 billion deal to merge its oil and gas business with Baker Hughes Inc , the Wall Street Journal reported on Sunday."
2016-10-31,GE nears about $30 bln deal with Baker Hughes - WSJ,"Oct 31 General Electric Co is nearing an about $30 billion deal to merge its oil and gas business with Baker Hughes Inc, the Wall Street Journal reported on Sunday."
2016-10-31,"BRIEF-GE nears roughly $30 bln deal to combine oil and gas business with Baker Hughes - WSJ, citing sources","* General Electric is nearing a roughly $30 billion deal to combine its oil and gas business with Baker Hughes Inc - WSJ, citing sources"
2016-11-01,U.S. stocks not moved by October's marquee deals,"Nov 1 The record dealmaking volume for October did not create a ripple effect lifting U.S. stocks as it has in the past - partly because the mergers, albeit large, were few and far between, bankers and analysts said."
2016-11-01,U.S. stocks not moved by October's marquee deals,"The record dealmaking volume for October did not create a ripple effect lifting U.S. stocks as it has in the past – partly because the mergers, albeit large, were few and far between, bankers and analysts said."
2016-11-04,LPC: US blue-chip M&A; offers loan volume boost,"NEW YORK, November 4U.S. investment grade volume could get a healthy boost before year-end with nearly US$60bn of acquisition loans announced in the last two weeks in advance of the looming Nov 8 U.S. presidential election, according to Thomson Reuters LPC data."
2016-11-04,"BRIEF-GE completes spin off, demerger of Bank BPH Core Bank to Alior Bank",* GE completes spin off and demerger of Bank BPH Core Bank to Alior Bank  Source text for Eikon:  Further company coverage:
2016-11-05,GE alerts airlines about engine part after American Airlines fire,"Nov 5 General Electric Co is seeking to remove an engine part from service after an American Airlines jet erupted in flames last week, it told air carriers in a letter seen by Reuters on Saturday."
2016-11-09,"GE supports Trump, Congress but values diversity, globalization-ceo","SEATTLE, Nov 9 General Electric Co's  chief executive said on Wednesday the company will work with president-elect Donald Trump and the new Congress, but drew distinctions between the company's values and some of Trump's divisive campaign rhetoric."
2016-11-09,Factbox: Trump stand on AT&T;/Time Warner not indicative of M&A; policy - analysts,"Republican Donald Trump, who defeated heavily favored Democratic rival Hillary Clinton in Tuesday's U.S. presidential election, has said he won't approve AT&T; Inc's  $85 billion acquisition of Time Warner Inc  because the deal represented ""too much power in the hands of too few."""
2016-11-09,BRIEF-Ontic acquires part of GE Aviation's avionics business,* Ontic-  reached an agreement to acquire a portfolio of legacy avionics products from GE Aviation
2016-11-09,BRIEF-C-RAD gets first two orders from General Electric,"* Total order value is about 1 million Swedish crowns ($111,567.30)"
2016-11-15,BP inks deal for General Electric oilfield data service,Nov 15 BP PLC said on Tuesday it will use a new digital solution by General Electric Co designed to improve the efficiency and safety of its offshore oil platforms by predicting equipment breakdowns before they occur.
2016-11-15,"BRIEF-General Electric CEO Jeff Immelt says on CNBC we are an exporter, we will keep globalizing","* General Electric CEO Jeff Immelt says on CNBC we are an exporter, we will keep globalizing"
2016-11-15,BRIEF-GE announces expansion of Predix-based software suite,"* Announced a ""significant expansion of its suite of Predix-based software for power producers, grid operators and energy managers"""
2016-11-15,BRIEF-GE Capital announces an offering of up to 92.2 mln shares in Moneta Money Bank,"* General Electric Co-Citigroup, Goldman Sachs, JP Morgan agreed to waive lock-up given by ge at time of previous offering in Moneta on Sept.  29,2016"
2016-11-15,BRIEF-GE agrees to buy controlling shares of Arcam AB,* Filed to further extend acceptance period for tender offer to November 29 to allow remaining shareholders to accept offer
2016-11-15,GE signs Exelon in its largest power-plant software deal,"SEATTLE General Electric Co  has signed up U.S. energy utility Exelon Corp  to use its full software set to analyze and manage power plants in 48 states, the largest GE deployment in the power sector so far, the companies said on Tuesday."
2016-11-15,GE signs Exelon in its largest power-plant software deal,"SEATTLE, Nov 15 General Electric Co has signed up U.S. energy utility Exelon Corp to use its full software set to analyze and manage power plants in 48 states, the largest GE deployment in the power sector so far, the companies said on Tuesday."
2016-11-15,GE acquires two artificial intelligence startups,"SEATTLE General Electric said on Tuesday it has acquired two tech startups to build its artificial intelligence capability, a move that helps it compete with IBM's Watson product."
2016-11-15,GE acquires two artificial intelligence startups,"SEATTLE, Nov 15 General Electric said on Tuesday it has acquired two tech startups to build its artificial intelligence capability, a move that helps it compete with IBM's Watson product."
2016-11-16,"BRIEF-Moody's assigns Ba2/Not Prime Issuer Rating to Bank BPH, outlook stable",* Said on Tuesday that Moody's has assigned to the company first time Ba2/Not Prime long- and short-term issuer ratings
2016-11-27,Baker Hughes shares set to rise on GE deal -Barron's,"NEW YORK, Nov 27 Shares of oilfield services company Baker Hughes Inc could rise significantly if it completes its merger with General Electric Co's oil and gas division, according to a report in Barron's."
2016-12-03,"For Apple and others, tin supply chain has ties to rebel-held Myanmar mine",
2016-12-03,How a rebel Myanmar tin mine may up-end a global supply chain,
2016-12-03,How a rebel Myanmar tin mine may up-end a global supply chain,
2016-12-14,As good as it gets? Boutique banks look to grow beyond M&A;,Boutique investment banks have grabbed a record share of the global merger and acquisition fee pool off larger Wall Street rivals this year but their stock price performance is trailing bigger peers.
2016-12-14,GE to sell $3 billion industrial solutions business,"General Electric Co  said on Wednesday it would sell its $3 billion industrial solutions business, which makes electrical equipment, as part of a push to focus on its core businesses."
2017-01-10,BRIEF-GE Digital completes acquisition of ServiceMax,"* GE Digital completes acquisition of ServiceMax, enabling service transformation for customers  Source text for Eikon:  Further company coverage:"
2017-01-10,Alstom beats GE in dispute over $800 million train signal contract,"NEW YORK A U.S. judge on Tuesday said Alstom SA  may ask an independent accounting firm to resolve a dispute over the French company's $800 million purchase of General Electric Co's  train-signaling business, and rejected GE's bid for arbitration."
2017-01-10,Alstom beats GE in dispute over $800 mln train signal contract,"NEW YORK, Jan 10 A U.S. judge on Tuesday said Alstom SA may ask an independent accounting firm to resolve a dispute over the French company's $800 million purchase of General Electric Co's train-signaling business, and rejected GE's bid for arbitration."
2017-01-19,"Six years after snub, France's Safran bags seatmaker Zodiac",PARIS French aero engine maker Safran  on Thursday launched a $9 billion agreed bid for seats manufacturer Zodiac Aerospace  to create the world's third-largest aerospace supplier as the industry bulks up to tackle record high output plans. | Video
2017-01-20,UPDATE 4-GE looks for sharp cut in corporate tax rate under Trump,Jan 20 General Electric Co is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.
2017-01-20,BRIEF-GE reports quarterly continuing operations EPS $0.39,"* Q4 earnings per share view $0.46, revenue view $33.63 billion -- Thomson Reuters I/B/E/S"
2017-01-20,GE profit rises 35.7 percent,"Jan 20 General Electric Co reported on Friday a 35.7 percent rise in quarterly profit, helped by strength in its power and  renewable energy businesses."
2017-01-20,BRIEF-General Electric Co Q4 results presentation,Please click on the link below for General Electric Co's Q4 earnings presentation:  Source text: (http://invent.ge/2jTTH0h)
2017-01-20,BRIEF-General Electric Co Q4 results press release,Please click on the link below for General Electric Co's Q4 earnings press release:  Source text: http://invent.ge/2k7RuNJ
2017-01-20,Wells Fargo to merge international business with wholesale banking,"Wells Fargo & Co , the third-largest U.S. bank by assets, said on Thursday it would merge its international business with its wholesale banking unit that serves corporate clients."
2017-01-25,BRIEF-Boston Celtics and GE Announce multi-year partnership,* Multi-year partnership with Boston Celtics; co to be team's first jersey patch partner beginning 2017-18 season;partnership terms not disclosed  Source text for Eikon:  Further company coverage:
2017-01-25,GE proposes investing in Nigeria's ailing oil refineries,"LAGOS General Electric Co  has proposed investing in Nigeria's oil refineries, potentially convening a consortium of companies to improve capacity at the run-down facilities."
2017-02-01,UPDATE 1-GE to sell entire stake in S.Korea's Hyundai Card,"SEOUL, Feb 1 General Electric said on Wednesday it has agreed to sell its 43 percent stake in South Korean credit card firm Hyundai Card Co Ltd as the U.S. industrial giant continues to trim its exposure to the financial services sector."
2017-02-01,"BRIEF-GE to sell 43 pct stake in Hyundai Card to Hyundai Commercial, Affinity Equity Partners, GIC and Alpinvest","* GE to sell shares in Hyundai Card Co. to Hyundai Commercial, Affinity Equity Partners and other investors"
2017-02-01,Hyundai Commercial to buy part of GE stake in credit card firm for $258 mln,"SEOUL, Feb 1 Hyundai Commercial Inc  on Wednesday said it has decided to buy part of General Electric Co's (GE) stake in South Korean credit card firm Hyundai Card Co Ltd for 298 billion won ($258 million)."
2017-02-10,UPDATE 1-Vestas leaps to top spot in U.S. wind market,"COPENHAGEN, Feb 10 Danish wind turbine maker Vestas Wind Systems has leapt to the top of the U.S. wind market, overtaking General Electric in new capacity installed last year, although slower demand growth and doubts over political support could threaten its position."
2017-02-20,GE says it sells 82 turbines to wind power complex in Brazil,"SAO PAULO, Feb 20 Heavy machines maker General Electric Co agreed to supply 82 turbines to Brazil's CER (Companhia de Energias Renováveis), which is building a wind power complex in the country, GE's Latin America head for wind power, Jean-Claude Robert, told Reuters on Monday.   (Reporting by Luciano Costa; Writing by Marcelo Teixeira; Editing by Sandra Maler)"
2017-02-22,"GE, Intel, AT&T; team up to put cameras, mics in San Diego","SEATTLE General Electric will put cameras, microphones and sensors on 3,200 street lights in San Diego this year, marking the first large-scale use of ""smart city"" tools GE says can help monitor traffic and pinpoint crime, but raising potential privacy concerns."
2017-02-22,"GE, Intel, AT&T; team up to put cameras, mics in San Diego","SEATTLE, Feb 22 General Electric will put cameras, microphones and sensors on 3,200 street lights in San Diego this year, marking the first large-scale use of ""smart city"" tools GE says can help monitor traffic and pinpoint crime, but raising potential privacy concerns."
2017-02-23,UPDATE 1-Suez Environnement might bid for GE's water treatment business,"PARIS, Feb 23 French waste and water treatment group Suez Environnement is considering making a bid for General Electric's industrial water treatment business, a Suez spokeswoman said on Thursday, confirming media reports."
2017-02-23,Suez studying acquisition of GE water unit - spokeswoman,"PARIS, Feb 23 French waste and water group Suez  is considering an acquisition of the water business of U.S. industrial conglomerate General Electric, a Suez spokeswoman said on Thursday, confirming media reports."
2017-03-01,UPDATE 2-Cloud software provider Box makes good on promise to investors,"March 1 Box Inc is finally bringing in more money than it is spending, the cloud software company said on Wednesday, a milestone investors have been waiting for since its initial public offering more than two years ago."
2017-03-01,UPDATE 2-Suez says GE water treatment business would be a good buy,"* Share price down 3 pct   (Adds comment by CEO on more cost cutting, share price fall)"
2017-03-01,BRIEF-Suez targets 150 mln euros in cost cuts this year,March 1 Suez Says Interested In General Electric's
2017-03-06,BRIEF-South Africa's Competition Commission recommends Tribunal to approve proposed merger between General Electric and Baker Hughes,"* Recommended to Tribunal that proposed merger between General Electric and Baker Hughes be approved, without conditions  Further company coverage:"
2017-03-08,Suez targets industrial water with $3.4 billion GE Water deal,PARIS French waste and water group Suez has boosted its industrial water treatment business with the 3.2 billion euros ($3.4 billion) acquisition of GE Water from General Electric .
2017-03-08,Withdrawal of GE's Nason leaves Fed job up in the air,"David Nason, a General Electric  executive and former Treasury Department official, has told the White House he is no longer interested in serving as the Federal Reserve's bank supervision chief."
2017-03-08,BRIEF-Suez Environnement enters into binding agreement to purchase GE Water,"* Will acquire along with CDPQ, in a 70/30 joint venture, 100% of GE Water"
2017-03-08,GE's Nason not interested in joining Fed - Bbg,"March 8 David Nason, a General Electric executive and former Treasury Department official, has told the White House that he was no longer interested in taking up the role of Federal Reserve's bank supervision chief, Bloomberg reported."
2017-03-08,"Suez buys GE Water in 3.2 bln euro deal, considers capital increase","PARIS, March 8 French waste and water group Suez  said in a statement it and Canada's Caisse de dépôt et placement du Québec (CDPQ) have agreed to buy GE Water from General Electric for an enterprise value of 3.2 billion euros ($3.37 billion)."
2017-03-08,BRIEF-U.S. Army awards GE Aviation contract to develop silicon carbide power electronics,* U.S. Army awards GE Aviation contract to develop silicon carbide power electronics  Source text for Eikon: Further company coverage:
2017-03-08,"BRIEF-GE, Caithness announce power plant deal that could exceed $1 bln",* GE & Caithness announce innovative power deal that could exceed $1b to build multiple HA combined-cycle power plants in US
2017-03-13,UPDATE 2-UK's Wood Group to buy rival Amec Foster in $2.7 billion deal,* Wood Group agrees 564 pence/share deal for Amec Foster Wheeler
2017-03-16,GE Health asks EMA to reconsider proposal to stop sale of MRI drug,March 16 General Electric Co's healthcare business said it had requested the European Medicines Agency to reconsider the recommendation made by its panel to suspend the marketing authorization of certain agents used in MRI scanning.
2017-03-20,EU clears GE acquisition of Danish rotor blade maker LM Wind Power,"BRUSSELS, March 20 The European Commission said on Monday it had cleared General Electric Co's $1.65 billion acquisition of Danish rotor blade maker LM Wind Power as the merged entity would continue to face effective competition in Europe."
2017-03-20,"BRIEF-General Electric says to further invest in machines, reconstruction of factory in Karlovac","* Announces further investment in machines and reconstruction of factory in Karlovac, totaling nearly HRK 160 million  Source text : (http://bit.ly/2mLMKPT) Further company coverage:"
2017-03-22,UPDATE 1-GE links bonuses to cost-cutting targets after talks with Trian,"March 22 General Electric Co said it expected to cut costs and boost operating profit in its industrial unit and linked the bonuses of its senior management to meeting these goals, as it bows to pressure from Nelson Peltz's Trian Fund Management."
2017-03-22,"BRIEF-GE Hitachi Nuclear Energy, Bechtel form decommissioning alliance",* GE Hitachi Nuclear Energy and Bechtel form decommissioning alliance
