date,title,abstract
2015-11-05,"Beset by regulation, bankers fear more pain ahead","LONDON Even as world leaders prepare to endorse new banking rules to draw a line under the financial crisis, many bankers see no end in sight to the painful demands on an industry that became the focus of public and political anger."
2015-11-05,"Beset by regulation, bankers fear more pain ahead",* Regulators say focus shifting from rule-making to implementation
2015-11-06,Valeant says Goldman Sachs sold 1.3 million shares backing loan to CEO,NEW YORK Valeant Pharmaceuticals International   said on Friday that Goldman Sachs sold 1.3 million shares of Valeant on Nov. 5 that were securing loans made to its CEO Michael Pearson.
2015-11-06,Valeant says Goldman Sachs sold 1.3 million shares backing loan to CEO,"NEW YORK, Nov 6 Valeant Pharmaceuticals International said on Friday that Goldman Sachs sold 1.3 million shares of Valeant on Nov 5 that were securing loans made to its CEO Michael Pearson."
2015-11-10,UPDATE 2-Anadarko approached Apache with offer that was rejected -source,"NEW YORK, Nov 10 U.S. oil and gas exploration and production company Anadarko Petroleum Corp has approached Apache Corp with a potential acquisition as low crude oil prices prompt companies to seek merger partners, according to a person familiar with the matter."
2015-11-10,Anadarko approached Apache with offer that was rejected -source,"HOUSTON, Nov 10 U.S. oil and gas exploration and production company Anadarko Petroleum Corp has approached Apache Corp with a potential acquisition as low crude oil prices prompt companies to seek merger partners, according to a person familiar with the matter."
2015-11-12,Goldman Sachs names 425 managing directors in new class,"Nov 12 Goldman Sachs Group Inc said it named 425 managing directors on Thursday, the firm's second-highest title behind partner."
2015-11-12,Exclusive: South Africa's Brait eyes $1.2 billion float of bottle maker - sources,"LONDON South African investment firm Brait  is preparing to float glass bottle maker Consol, in a deal which could value the company at around $1.2 billion, two sources familiar with the matter said on Thursday."
2015-11-16,"REFILE-Blackstone to sell GCA Services to Thomas Lee, Goldman Sachs",Nov 16 Blackstone Group LP said on Monday it would sell facility management company GCA Services Group Inc to a consortium of Goldman Sachs Group Inc's private equity arm and Thomas H.Lee Partners LP.
2015-11-16,Buffett's Berkshire cuts crisis-era Goldman stake,"Warren Buffett's Berkshire Hathaway Inc  on Monday said it reduced its stake in Goldman Sachs Group Inc  by 13 percent during the third quarter, paring a successful investment it made during the height of the global financial crisis."
2015-11-16,UPDATE 2-Buffett's Berkshire cuts crisis-era Goldman stake,"Nov 16 Warren Buffett's Berkshire Hathaway Inc  on Monday said it reduced its stake in Goldman Sachs Group Inc by 13 percent during the third quarter, paring a successful investment it made during the height of the global financial crisis."
2015-11-16,Buffett's Berkshire cuts Goldman stake,Nov 16 Warren Buffett's Berkshire Hathaway Inc  on Monday said it reduced its investment in Goldman Sachs Group Inc by 13 percent during the third quarter.
2015-11-16,Buffett not selling stocks as a result of Paris attacks: CNBC,"Billionaire investor Warren Buffett is not selling any securities from his portfolio as a result of Friday's attacks in Paris, CNBC said on Monday."
2015-11-16,Buffett not selling stocks as a result of Paris attacks - CNBC,"Nov 16 Billionaire investor Warren Buffett is not selling any securities from his portfolio as a result of Friday's attacks in Paris, CNBC said on Monday."
2015-11-16,Deals of the day- Mergers and acquisitions,"Nov 16 The following bids, mergers, acquisitions and disposals were reported by 1100 GMT on Monday:"
2015-11-16,"Goldman, Thomas H. Lee to acquire Blackstone's GCA Services-sources","Nov 15 Goldman Sachs Group Inc's private equity arm and buyout firm Thomas H. Lee Partners LP have agreed to acquire facility management company GCA Services Group Inc from Blackstone Group LP, according to people familiar with the matter."
2015-11-19,Rising dollar tops Goldman Sachs' 2016 trade tips,"LONDON U.S. investment bank Goldman Sachs tipped a higher dollar as its top trade for 2016 on Thursday, heading a list that also bet on rising U.S. inflation and long-dated Italian bonds outperforming German bonds."
2015-11-19,UPDATE 1-Rising dollar tops Goldman Sachs' 2016 trade tips,"LONDON, Nov 19 U.S. investment bank Goldman Sachs tipped a higher dollar as its top trade for 2016 on Thursday, heading a list that also bet on rising U.S. inflation and long-dated Italian bonds outperforming German bonds."
2015-11-19,Rising dollar tops Goldman Sachs' 2016 trade tips,"LONDON, Nov 19 Investment bank Goldman Sachs tipped a higher dollar as its top trade for 2016 on Thursday, heading a list that also bet on rising U.S. inflation and recommended buying long-dated Italian bonds over German bonds."
2015-11-20,U.S. bank earnings may be pressured by weak loan market -analysts,"Nov 20 The falling value of loans to junk-rated companies could be a negative factor in fourth-quarter earnings for U.S. banks, analysts said."
2015-11-24,Ex-Goldman employee accused by U.S. regulator of insider trading,"NEW YORK, Nov 24 A former Goldman Sachs Group Inc employee was accused by U.S. securities regulators on Tuesday of repeatedly engaging in insider trading based on information about deals involving the bank's clients."
2015-11-25,REUTERS BUSINESS NEWS SCHEDULE AT 1930 GMT/2:30 PM ET,"Wall Street holds onto meager gains in subdued trading, underpinned by healthcare and consumer stocks after a flood of data suggests the U.S. economy is growing modestly. (USA-STOCKS/ (UPDATE 4), updated throughout the day, 450 words)"
2015-11-25,REUTERS BUSINESS NEWS SCHEDULE AT 1600 GMT/11 AM ET,"U.S. stocks are slightly higher, led by healthcare and consumer stocks, after a flood of data suggesting the U.S. economy is growing modestly that could sway Federal Reserve policymakers on an interest rate increase. (USA-STOCKS/ (UPDATE 3), updated throughout the day, 460 words)"
2015-11-25,Reuters Business News Schedule at 1330 GMT/0430 AM ET,"Euro, bond yields sink on ECB easing report LONDON - The euro and euro zone bond yields sink after Reuters reports that central bank officials are weighing up how to ease monetary policy further in the coming weeks, including staggering charges on banks hoarding cash or buying more debt. (GLOBAL-MARKETS/ (WRAPUP 4),  moved, by Jamie McGeever, 700 words)"
2015-11-30,UPDATE 1-Goldman backs low-emissions stocks as climate talks start,"MILAN/NEW YORK, Nov 30 Electric carmaker Tesla Motors, lithium supplier Albemarle and solar-panel efficiency specialist SolarEdge Technologies  are among winners from a growing focus on emissions as climate-change talks get under way, Goldman Sachs told clients."
2015-11-30,Goldman backs low-emissions stocks as climate talks start,"MILAN, Nov 30 Electric carmaker Tesla, lithium supplier Albemarle and tyremaker Continental  are among relative winners from a growing focus on emissions as climate-change talks get underway, Goldman Sachs told clients."
2015-12-02,"Exclusive: KKR, Thoma Bravo, Vista eye $4 billion Dell assets - sources","Buyout firms KKR & Co LP , Thoma Bravo LLC and Vista Equity Partners Management LLC are competing for $4 billion worth of Dell Inc's assets, people familiar with the matter said, as the computer maker steps up asset sales."
2015-12-03,"Asia ride-hailing firms, U.S.-based Lyft team up to rival Uber","NEW DELHI Ride-hailing firms including China's Didi Kuaidi, GrabTaxi in Southeast Asia, India's Ola and U.S.-based Lyft have formed a global ridesharing partnership, strengthening their challenge to Uber in major markets."
2015-12-03,"Asia ride-hailing firms, U.S.-based Lyft team up to rival Uber","NEW DELHI, Dec 4 Ride-hailing firms including China's Didi Kuaidi, GrabTaxi in Southeast Asia, India's Ola and U.S.-based Lyft have formed a global ridesharing partnership, strengthening their challenge to Uber in major markets."
2015-12-04,Philippine court temporarily stops ridesharing services in Manila,"MANILA A Philippine court on Friday ordered a 20-day temporary halt on the operations of ride-sharing companies such as Uber in the country's capital, adding to the firm's global struggles against regulatory and competitive obstacles."
2015-12-04,UPDATE 1-Philippine court temporarily stops ridesharing services in Manila,"* Uber says not party to proceedings, weighs ruling impact   (Adds Uber statement)"
2015-12-04,Philippine court temporarily stops ridesharing services in Manila,"MANILA, Dec 4 A Philippine court on Friday ordered a 20-day temporary halt on the operations of ride-sharing companies such as Uber in the country's capital, adding to the firm's global struggles against regulatory and competitive obstacles."
2015-12-11,Goldman reigns supreme in record M&A; year,"Dec 11 As iconic brands are snapped up and corporations merged and swallowed in a record-breaking whirl of deals, there has been one constant: Goldman Sachs Group Inc ."
2015-12-15,Goldman Sachs to launch climate-focused ETF,Dec 15 Goldman Sachs Group Inc said in a filing on Monday it would launch a new climate-focused index-tracking exchange-traded fund (ETF).
2015-12-15,S.Korea property firm raises $32 mln from Goldman-led group,"SEOUL, Dec 15 South Korean property listing platform Zigbang Co Ltd said on Tuesday it has raised 38 billion won ($32 million) in funding from a consortium of investors led by Goldman Sachs."
2016-01-07,"Ex-Qwest CEO Nacchio wins $14 million verdict vs Goldman unit, law firm says","Joseph Nacchio, the former Qwest Communications International [CTLQW.UL] chief executive, has won a $14.2 million jury verdict against a Goldman Sachs Group Inc unit and financial adviser over the sale of life insurance policies, his law firm said on Thursday."
2016-01-07,"Ex-Qwest CEO Nacchio wins $14 mln verdict vs Goldman unit, law firm says","Jan 7 Joseph Nacchio, the former Qwest Communications International chief executive, has won a $14.2 million jury verdict against a Goldman Sachs Group Inc  unit and financial adviser over the sale of life insurance policies, his law firm said on Thursday."
2016-01-07,"Goldman, JPMorgan, Glencore defeat US lawsuit over zinc prices","NEW YORK, Jan 7 A U.S. judge on Thursday dismissed an antitrust lawsuit in which zinc purchasers accused affiliates of Goldman Sachs Group Inc, JPMorgan Chase & Co and Glencore Plc of conspiring to drive up the metal's price."
2016-01-08,UPDATE 1-UK Stocks-Factors to watch on Jan 8,"Jan 8 Britain's FTSE 100 index is seen opening up 1 point, or 0.01 percent on Friday, according to financial bookmakers, with futures up 0.56 percent ahead of the cash market open. For more on the factors affecting European stocks, please click on"
2016-01-08,UK Stocks-Factors to watch on Jan 8,"Jan 8 Britain's FTSE 100 index is seen opening up 1 point, or 0.01 percent on Friday, according to financial bookmakers. For more on the factors affecting European stocks, please click on           * The commodity-heavy FTSE 100 hit a three-week low and closed down 119.30 points, or 2 percent at 5,954.08 on Thursday, to wipe 33 billion pounds off the index's market capitalisation, after China allowed its currency to weaken faster than before, rocking global markets and sending commod"
2016-01-08,Goldman fills vacuum in leveraged buyout market with $8 billion fund,"Goldman Sachs Group Inc  has cemented its dominance of a risky corner of the U.S. debt market, as traditional bank rivals retrench, by using a fund that it markets to investors to finance leveraged buyouts.    In the past two years, banks have gradually scaled back their supply of the riskiest junk-rated loans used to purchase companies because of tougher U.S. regulations. And the conditions worsened dramatically in December when a selloff in junk bonds roiled the entire"
2016-01-08,DEALTALK-Goldman fills vacuum in leveraged buyout market with $8 bln fund,"Jan 8 Goldman Sachs Group Inc has cemented its dominance of a risky corner of the U.S. debt market, as traditional bank rivals retrench, by using a fund that it markets to investors to finance leveraged buyouts."
2016-01-08,Ex-Qwest CEO Nacchio wins $14 million verdict vs Goldman unit: lawyer,"Joseph Nacchio, the former Qwest Communications International chief executive, on Thursday won a $14.2 million jury verdict against a Goldman Sachs Group Inc unit and financial adviser over the sale of life insurance policies, his law firm said."
2016-01-08,UPDATE 1-Ex-Qwest CEO Nacchio wins $14 mln verdict vs Goldman unit -lawyer,"Jan 7 Joseph Nacchio, the former Qwest Communications International chief executive, on Thursday won a $14.2 million jury verdict against a Goldman Sachs Group Inc  unit and financial adviser over the sale of life insurance policies, his law firm said."
2016-01-14,UPDATE 2-Goldman Sachs settlement on mortgage-backed bonds to hit earnings,"Jan 14 Goldman Sachs Group Inc said on Thursday it would pay over $5 billion to settle claims it misled mortgage bond investors during the financial crisis, a move that will cut the firm's fourth quarter earnings by about $1.5 billion."
2016-01-14,Goldman Sachs to pay $5 bln to resolve claims on RMBS sale,"Goldman Sachs Group Inc said it will pay $5.06 billion to resolve civil claims related to the firm's securitization, underwriting and sale of residential mortgage-backed securities from 2005 to 2007."
2016-01-14,Goldman Sachs to pay about $5 bln to resolve claims on RMBS sale,"Jan 14 Goldman Sachs Group Inc said it will pay $5.06 billion to resolve civil claims related to the firm's securitization, underwriting and sale of residential mortgage-backed securities from 2005 to 2007."
2016-01-14,"Jack Daniel's owner to sell Southern Comfort, Tuaca brands","Brown-Forman Corp, the maker of Jack Daniel's whiskey, said it would sell its liqueur brands, Southern Comfort and Tuaca, to alcohol maker Sazerac for $543.5 million."
2016-01-14,"Goldman Sachs to shed up to 10 percent of its sales, fixed income team: WSJ","Goldman Sachs Group Inc  is planning to shed up to 10 percent of its sales and fixed income trading jobs later in the quarter, the Wall Street Journal reported on Wednesday, citing sources."
2016-01-14,"Goldman Sachs to shed up to 10 percent of its sales, fixed income team - WSJ","Jan 13 Goldman Sachs Group Inc is planning to shed up to 10 percent of its sales and fixed income trading jobs later in the quarter, the Wall Street Journal reported on Wednesday, citing sources."
2016-01-19,Morgan Stanley looks to move jobs to cheaper cities in bid to cut costs,Morgan Stanley  will be straying ever further from its Wall Street roots in the coming months as it shifts more operations to lower cost cities like Mumbai and Budapest as it aims to slash costs.
2016-01-19,Morgan Stanley looks to move jobs to cheaper cities in bid to cut costs,Jan 19 Morgan Stanley will be straying ever further from its Wall Street roots in the coming months as it shifts more operations to lower cost cities like Mumbai and Budapest as it aims to slash costs.
2016-01-20,"Plunging commodities prices take toll on Goldman Sachs, others","NEW YORK, Jan 20 Goldman Sachs Group Inc  on Wednesday became the latest company to report a quarterly revenue decline as oil prices extended their slump and unseasonably warm weather reduced the demand for natural gas and power."
2016-01-20,Goldman pledges six-figure sum to British pro-EU group- source,"Jan 20 Goldman Sachs has agreed to donate a ""substantial six-figure sum"" to Britain Stronger in Europe, a campaign to keep Britain in the European Union, according to a source familiar with the matter."
2016-01-20,Goldman posts smallest profit in four years; revenues top estimates,Goldman Sachs Group Inc  reported its smallest quarterly profit in more than four years as a $5 billion legal settlement from the financial crisis added pain to an already tough three months. | Video
2016-01-20,UPDATE 5-Goldman posts smallest profit in 4 years; revenues top estimates,"* Shares fall to 20-month low   (Adds Breakingviews link, updates share price)"
2016-01-20,Reuters Business News Schedule at 1330 GMT/0830 AM ET,"LONDON - World stocks sink to their lowest levels since 2013, hit by another tumble in oil to 13-year lows that keep equity markets on track for one of their worst monthly performances ever. (GLOBAL-MARKETS/ (WRAPUP 6), moved, by Alistair Smout, 680 words)"
2016-01-20,Goldman profit slumps after huge mortgage-backed bond settlement,Jan 20 - Goldman Sachs Group Inc's profit slumped for the third straight quarter as a $5 billion settlement of crisis-era legal claims ate into earnings in a tumultuous three months.
2016-01-21,Former Goldman banker and Och-Ziff partner set up new hedge fund,"LONDON, Jan 21 Top Goldman Sachs hedge fund expert William Douglas has left the bank to launch a European credit hedge fund called Caius Capital with former Och-Ziff Capital Management portfolio manager Antonio Batista, four sources familiar with the matter said."
2016-01-21,"Wall Street weighs into Britain's EU referendum: Goldman, JPMorgan back 'in' campaign","LONDON, Jan 21 Goldman Sachs and JPMorgan are making large donations to the campaign to keep Britain inside the European Union, sources said, highlighting the concern among some of the world's biggest banks over the impact of a British exit."
2016-01-21,"Goldman-run funds most popular with Republican candidates, disclosures show",NEW YORK Presidential hopeful Ted Cruz has in the past week been answering questions about a loan he got from Goldman Sachs in 2012. But he is far from alone among Republican candidates in having a financial relationship with the Wall Street investment bank in recent years.
2016-01-21,"Goldman-run funds most popular with Republican candidates, disclosures show",NEW YORK Presidential hopeful Ted Cruz has in the past week been answering questions about a loan he got from Goldman Sachs in 2012. But he is far from alone among Republican candidates in having a financial relationship with the Wall Street investment bank in recent years.
2016-01-21,"INSIGHT-Goldman-run funds most popular with Republican candidates, disclosures show","NEW YORK, Jan 21 Presidential hopeful Ted Cruz has in the past week been answering questions about a loan he got from Goldman Sachs in 2012. But he is far from alone among Republican candidates in having a financial relationship with the Wall Street investment bank in recent years."
2016-01-21,JPMorgan to make donation to UK's pro-EU campaign: Sky,"LONDON JPMorgan, the biggest U.S. bank by assets, is preparing to make a donation to a group campaigning to keep Britain in the European Union, Sky News reported on Thursday."
2016-01-21,JPMorgan to make donation to UK's pro-EU campaign - Sky,"LONDON, Jan 21 JPMorgan, the biggest U.S. bank by assets, is preparing to make a donation to a group campaigning to keep Britain in the European Union, Sky News reported on Thursday."
2016-01-22,"WRAPUP 1-Goldman Sachs, Morgan Stanley CEOs see slight 2015 pay cuts","NEW YORK, Jan 22 Wall Street's two marquee investment banks each slightly cut their chief executives' pay after a year that saw profitability fall and shares drop amid a turbulent backdrop."
2016-01-22,Goldman awards CEO Blankfein $23 million in pay for 2015,"Goldman Sachs Group Inc  Chief Executive Officer Lloyd Blankfein received $23 million in salary and bonuses for 2015, according to a person familiar with the matter."
2016-01-22,UPDATE 1-Goldman awards CEO Blankfein $23 mln in pay for 2015,"Jan 22 Goldman Sachs Group Inc Chief Executive Officer Lloyd Blankfein received $23 million in salary and bonuses for 2015, according to a person familiar with the matter."
2016-01-22,Goldman awards CEO Blankfein $23 mln total compensation for 2015 -source,"Jan 22 Goldman Sachs Group Inc Chief Executive Officer Lloyd Blankfein received $23 million in salary and bonuses for 2015, according to a person familiar with the matter."
2016-01-22,MOVES-Goldman appoints Arienti to lead prime brokerage consulting,"LONDON, Jan 22 Investment bank Goldman Sachs  has appointed Lucia Arienti to head up the prime brokerage consulting team in Europe, the Middle East and Africa, a spokesman said on Friday."
2016-01-27,Goldman CEO Blankfein to speak at one of first public events since cancer diagnosis,"Jan 27 Goldman Sachs Group Inc Chief Executive Lloyd Blankfein will speak at an upcoming financial services conference, marking one of his first public appearances since being diagnosed with lymphoma in September."
2016-01-27,Haier's GE unit buy highlights growing China M&A; maturity,"HONG KONG In the lead up to General Electric Co's  appliance unit auction, Haier Group did something Chinese bidders have rarely dared to do in a competitive global M&A; deal."
2016-01-28,"Investor calls on Yahoo, Viacom to take on 'Buffett-like' partners",Jan 27 A vocal investor in Yahoo Inc  and Viacom Inc is calling for the boards of both companies to seek outside investments from strategic partners in the vein of legendary investor Warren Buffett to help boost the value of their stocks.
2016-02-02,UPDATE 1-Hong Kong's SFC censures Goldman for 2014 Wing Hang advisory role,"* Goldman's conduct ""fell far short"" of expected standards-SFC"
2016-02-02,HK regulator censures Goldman in 2014 Wing Hang advisory role,"HONG KONG, Feb 2 Hong Kong securities regulator said on Tuesday Goldman Sachs failed to follow sections of the city's takeovers code when it acted as financial advisor for Wing Hang Bank Ltd in a $5 billion offer for the Hong Kong lender in 2014."
2016-02-03,Goldman names Esposito head of strategy for securities unit: memo,"Goldman Sachs Group Inc  has named Jim Esposito as the new chief strategy officer for its securities division.    Esposito, previously the 48-year-old co-head of the company's global financing group, will help determine the best way to address clients' capital needs given market structure changes and a challenging regulatory environment, according to an internal memo reviewed by Reuters on Wednesday.     A Goldman Sachs spokesman confirmed the contents of the memo.     Es"
2016-02-03,UPDATE 1-Goldman names Esposito head of strategy for securities unit -memo,Feb 3 Goldman Sachs Group Inc has named Jim Esposito as the new chief strategy officer for its securities division.
2016-02-03,UPDATE 1-Goldman to create new credit finance group,"Feb 3 Goldman Sachs Group Inc will create a new credit finance group that combines its structured and leveraged finance divisions, according to an internal memo seen by Reuters on Wednesday."
2016-02-03,Esposito named chief strategy officer of Goldman securities unit -memo,Feb 3 Goldman Sachs Group Inc has named Jim Esposito as the new chief strategy officer for its securities division.
2016-02-03,Goldman's Blankfein says 'feeling great' after cancer treatment,"Lloyd Blankfein, chief executive and chairman of Goldman Sachs Group Inc , said on Wednesday he was ""feeling great"" after his cancer treatment."
2016-02-03,"UPDATE 1-Goldman's Blankfein says ""feeling great"" after cancer treatment","Feb 3 Lloyd Blankfein, chief executive and chairman of Goldman Sachs Group Inc, said on Wednesday he was ""feeling great"" after his cancer treatment."
2016-02-03,KKR's energy chief Lipschultz leaves to start new fund,"Feb 2 Marc Lipschultz, the head of energy investments at KKR & Co LP who helped put together the world's largest leveraged buyout only to see it go bust, is leaving to start a credit fund, the private equity firm announced to its fund investors."
2016-02-04,Sterling could fall 15-20 pct if Britain leaves EU - Goldman,"LONDON, Feb 4 Sterling could fall as much as 15-20 percent if Britain votes to leave the European Union, a scenario that could spook foreign investors and dry up the capital inflows needed to fund the country's current account deficit, Goldman Sachs said on Thursday."
2016-02-05,China M&A; flurry drives cross-border activity to 11-year high,"LONDON Worldwide cross-border mergers and acquisitions activity has hit $132.7 billion so far in 2016, up 31 percent compared with a year ago and the strongest year-to-date period since 2006, driven by Chinese acquisitions, Thomson Reuters data shows."
2016-02-06,Yogurt maker Chobani rejects PepsiCo's offer for stake in company,"Feb 5 Greek-yogurt maker Chobani LLC, founded by billionaire Hamdi Ulukaya, said on Friday it had rejected offers from beverage giant PepsiCo Inc and other investors."
2016-02-09,BRIEF-Goldman Sachs holds 3.1 pct in Ansaldo STS - filing,"* Goldman Sachs held a borrowed 3.115 percent stake in Italy's Ansaldo STS as of Feb. 1, according to a regulatory filing published by Italy's market watchdog Consob  Further company coverage:    (Reporting by Milan newsroom)"
2016-02-09,"Goldman Sachs says metals set to underperform oil, cuts price forecasts","Goldman Sachs on Monday said metals, particularly copper and aluminum, are set to underperform oil in the near future on subdued global demand growth and a sluggish Chinese economy."
2016-02-11,Goldman settles lawsuit over subprime bet for $27.5 million,NEW YORK Goldman Sachs Group Inc has reached a $27.5 million settlement of a class-action lawsuit accusing it of defrauding investors in subprime mortgage debt that some U.S. senators blamed for helping cause the 2008 financial crisis.
2016-02-11,UPDATE 1-Goldman settles lawsuit over subprime bet for $27.5 mln,"NEW YORK, Feb 11 Goldman Sachs Group Inc  has reached a $27.5 million settlement of a class-action lawsuit accusing it of defrauding investors in subprime mortgage debt that some U.S. senators blamed for helping cause the 2008 financial crisis."
2016-02-11,Goldman in $27.5 mln settlement over Hudson CDOs,"NEW YORK, Feb 11 Goldman Sachs Group Inc  has reached a $27.5 million settlement of a class-action lawsuit accusing it of defrauding investors in subprime mortgage offerings that some U.S. senators faulted after investigating causes of the 2008 financial crisis."
2016-02-19,Goldman's Holmes to take on role as head of bank's leadership program,"Goldman Sachs Group Inc  named Dane Holmes, the global head of investor relations, as the head of its Pine Street leadership program."
2016-02-19,Goldman's Holmes to take on role as head of bank's leadership program,"Feb 19 Goldman Sachs Group Inc named Dane Holmes, the global head of investor relations, as the head of its Pine Street leadership program."
2016-02-19,"Worldwide M&A; activity falls 23 percent, but U.S. has a flurry","LONDON Worldwide mergers and acquisitions deals have fallen 23 percent to $336 billion so far this year compared with last year, but cross-border activity by amount targeting U.S.-based companies reached a record high, Thomson Reuters data shows."
2016-02-20,Pressure grows on Hillary Clinton to release Goldman Sachs speeches,"NEW YORK Hillary Clinton continued to resist calls to release her transcripts of paid speeches she gave to Goldman Sachs and other banks, saying she would hold onto them until Bernie Sanders and other rivals for the U.S. presidency released theirs."
2016-02-22,Republican Marco Rubio winning Wall Street fundraising race,"WASHINGTON/NEW YORK Republican Marco Rubio's presidential run has drawn more money from Wall Street donors than any other candidate, according to a Reuters review of campaign finance disclosures, shoring up his position as his party's establishment alternative to front-runner Donald Trump."
2016-02-22,UPDATE 2-Goldman scales back estimate of legal costs,"Feb 22 Goldman Sachs Group Inc has scaled back its estimate of the legal costs it may face, beyond what it has set aside, by more than half to $2 billion."
2016-02-22,Republican Marco Rubio winning Wall Street fundraising race,"WASHINGTON/NEW YORK Republican Marco Rubio's presidential run has drawn more money from Wall Street donors than any other candidate, according to a Reuters review of campaign finance disclosures, shoring up his position as his party's establishment alternative to front-runner Donald Trump."
2016-02-22,Goldman cuts top end of legal loss estimate by 62 pct,Feb 22 Goldman Sachs Group Inc cut the upper end of its estimate of legal losses it may face beyond what it has set aside by more than half to $2 billion.
2016-02-24,HSBC hires Goldman's Westerman as co-head global banking,"LONDON, Feb 24 (IFR) - HSBC has hired Matthew Westerman from Goldman Sachs to become co-head of banking in its investment banking arm, part of several changes in the structure of the unit."
2016-02-24,Goldman banker who advised on U.S. bond sale to Malaysia leaves,"SINGAPORE Goldman Sachs'  senior investment banker and chairman of its Southeast Asia business Tim Leissner has left the bank, a spokesman said."
2016-02-24,"Goldman says banker Leissner, who advised 1MDB on bonds, leaves","SINGAPORE, Feb 24 Goldman Sachs' senior investment banker and chairman of its Southeast Asia business Tim Leissner has left the bank, a spokesman said."
2016-03-02,MOVES-Citigroup hires two execs from Goldman for senior roles,"March 2 Citigroup Inc has hired Quentin Andre as head of global structured sales and Dirk Keijer as head of equity derivative sales for Europe, the Middle-East and Africa (EMEA)."
2016-03-02,"BRIEF-Latour, MSAB to sell 9.7 mln ""B"" shares in Loomis - bookrunner","* Accelerated bookbuilt offering of 9.7 mln b shares in loomis, equivalent to 12.8 pct stake in co, owned by Latour and MSAB"
2016-03-02,"CR Pharma mandates BofA, CCB, Goldman as sponsors of HK IPO -IFR","HONG KONG, March 2 China Resources Pharmaceutical Group, a unit of state-owned conglomerate China Resources Co Ltd., has mandated three banks as sponsors of a planned Hong Kong initial public offering of at least $1 billion, IFR reported on Wednesday, citing people close to the deal."
2016-03-03,"Goldman Sachs, MTN to invest in Nigerian e-commerce firm AIG","ABUJA, March 3 Africa Internet Group (AIG) has secured 225 million euros in funding from investors including U.S. bank Goldman Sachs, South Africa's MTN and Rocket Internet, the Nigerian e-commerce group said on Thursday."
2016-03-04,UPDATE 1-Fed proposes new limits on big banks' exposure to each other,"WASHINGTON, March 4 The Federal Reserve on Friday proposed new limits on how much financial exposure the biggest U.S. banks can have to one another, part of a rulemaking process that aims to protect the system from a failing-bank domino effect in the event of a future crisis."
2016-03-04,Goldman Sachs cutting up to 10 pct of fixed income trading staff - source,"LONDON, March 4 Goldman Sachs is cutting between five and 10 percent of staff in its fixed income and currency trading business, a source familiar with the matter said on Friday."
2016-03-07,"JPMorgan, Goldman selling 700 million Saipem shares: traders","MILAN JPMorgan  and Goldman Sachs are leading the sale of 700 million shares in Italian oil contractor Saipem , two traders said on Monday."
2016-03-07,"JPMorgan, Goldman selling 700 mln Saipem shares- traders","MILAN, March 7 JPMorgan and Goldman Sachs are leading the sale of 700 million shares in Italian oil contractor Saipem, two traders said on Monday."
2016-03-08,"RPT-UPDATE 11-Oil down 3 pct; rally snaps on supply worry, Goldman caution","NEW YORK, March 8 Oil prices fell 3 percent on Tuesday, ending six days of gains for benchmark Brent crude, as Goldman Sachs suggested the rally was unsustainable and industry data showed U.S. stockpiles reached record highs again last week."
2016-03-08,"UPDATE 11-Oil down 3 pct; rally snaps on supply worry, Goldman caution","* New throughout, adds API data that U.S. crude stocks rose 4.4 mln bbls last week"
2016-03-08,"MOVES- Citigroup, Goldman Sachs, Deutsche Bank","March 8 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes, email moves@thomsonreuters.com."
2016-03-08,Goldman banker Leissner quit after violating company rule: source,"SINGAPORE Goldman Sachs'  Southeast Asia chairman, Tim Leissner, resigned last month after he had allegedly violated the firm's internal rules, a person familiar with the matter said on Tuesday, confirming a Wall Street Journal report."
2016-03-08,U.S. subpoenas ex-Goldman banker in 1MDB probe - Bloomberg,"March 7 Former Goldman Sachs Group Inc  banker Tim Leissner has been subpoenaed by the U.S. Justice Department in a money laundering probe linked to 1Malaysia Development Bhd (1MDB), Bloomberg reported on Monday."
2016-03-10,WireCo taps Goldman Sachs for rescue financing -sources,"March 10 WireCo WorldGroup Inc, one of the world's largest manufacturers of steel and synthetic rope, is working with investment bank Goldman Sachs Group Inc to explore rescue financing options, according to people familiar with the matter."
2016-03-10,MOVES-Goldman's private equity pioneer Sanjeev Mehra to retire,"March 10 Sanjeev Mehra, one of the pioneers of the private equity business at Goldman Sachs Group Inc, will retire after nearly 30 years of service, according to an internal memo viewed by Reuters."
2016-03-11,UPDATE 10-Oil up as IEA sees tighter supply; Goldman says rally premature,* U.S. oil rig count down 12th week in row   (Updates to settlement)
2016-03-11,Goldman Sachs cuts crude oil price forecasts for this year and next,"Goldman Sachs Group Inc lowered its crude oil price forecasts for this year and next year on Friday, saying prices need to remain low enough to ensure supply is reduced over time."
2016-03-11,Oil shrugs off Goldman warning about premature rally: Kemp,"LONDON “International crude oil prices have recovered remarkably in recent weeks,” the International Energy Agency (IEA) wrote in this month’s oil market assessment, which struck a note of cautious optimism."
2016-03-11,REFILE-COLUMN-Oil shrugs off Goldman warning about premature rally: Kemp,"LONDON, March 11 ""International crude oil prices have recovered remarkably in recent weeks,"" the International Energy Agency (IEA) wrote in this month's oil market assessment, which struck a note of cautious optimism."
2016-03-14,REFILE-Goldman revamps electronic stock trading to catch rival,"NEW YORK, March 14 Raj Mahajan achieved a rare feat when he rejoined Goldman Sachs Group Inc last year with the coveted title of partner, the Wall Street bank's highest rank. Then he got to work on fixing the pipes."
